Node1529_X,Node1529_Y,Node1529_Z,Node1525_X,Node1525_Y,Node1525_Z,Node1524_X,Node1524_Y,Node1524_Z
-3.004764594E-05,3.920889205E-08,-1.220272856E-08,-3.258271389E-05,4.870495827E-07,3.217668989E-06,-3.257505605E-05,-4.089329119E-07,-3.315642697E-06
8.542549475E-06,-1.915051889E-08,6.4054266E-09,1.071561793E-05,-9.512915943E-07,4.132498788E-07,1.071117813E-05,9.137175663E-07,-3.853647706E-07
0,0,0,0,0,0,0,0,0
-8.542549474E-06,1.915051643E-08,-6.405428923E-09,-1.071561794E-05,9.512915953E-07,-4.132498805E-07,-1.071117813E-05,-9.13717566E-07,3.853647696E-07
3.004764594E-05,-3.920889205E-08,1.220272856E-08,3.258271389E-05,-4.870495827E-07,-3.217668989E-06,3.257505605E-05,4.089329119E-07,3.315642697E-06
2.150509647E-05,-2.005837989E-08,5.797270593E-09,2.186709596E-05,4.64242019E-07,-3.630918893E-06,2.186387792E-05,-5.047846443E-07,3.701007452E-06
1.2962547E-05,-9.078704712E-10,-6.081902778E-10,1.115147802E-05,1.415533618E-06,-4.0441688E-06,1.11526998E-05,-1.418502205E-06,4.086372202E-06
-1.292560421E-05,-1.595192911E-05,5.319982224E-05,-1.370918866E-05,-1.753183736E-05,6.993906776E-05,-8.524611036E-06,-1.47208775E-05,6.184094477E-05
-2.146815367E-05,-1.593277859E-05,5.31934168E-05,-2.442480659E-05,-1.658054575E-05,6.952581787E-05,-1.923578918E-05,-1.563459506E-05,6.222630958E-05
-3.001070315E-05,-1.591362809E-05,5.318701136E-05,-3.514042455E-05,-1.562925416E-05,6.911256796E-05,-2.994696728E-05,-1.654831262E-05,6.261167428E-05
8.579492251E-06,-1.597198757E-05,5.320561949E-05,8.157907285E-06,-1.706759538E-05,6.630814889E-05,1.333926687E-05,-1.522566215E-05,6.554195225E-05
3.694278279E-08,-1.595283705E-05,5.319921405E-05,-2.557710652E-06,-1.611630377E-05,6.589489899E-05,2.628088754E-06,-1.613937971E-05,6.592731701E-05
-8.505606688E-06,-1.593368654E-05,5.31928086E-05,-1.327332859E-05,-1.516501217E-05,6.54816491E-05,-8.083089379E-06,-1.705309728E-05,6.631268179E-05
3.008458872E-05,-1.599204596E-05,5.321141676E-05,3.002500326E-05,-1.660335335E-05,6.267722999E-05,3.520314479E-05,-1.573044679E-05,6.924295971E-05
2.154203925E-05,-1.597289547E-05,5.32050113E-05,1.930938531E-05,-1.565206177E-05,6.226398009E-05,2.449196663E-05,-1.664416435E-05,6.962832448E-05
1.299948978E-05,-1.595374494E-05,5.319860585E-05,8.593767385E-06,-1.470077015E-05,6.185073018E-05,1.378078855E-05,-1.755788191E-05,7.001368921E-05
0,0,0,0,0,0,0,0,0
